,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
73,2023-11-17,94245.78450772342,81673.13859755556,93896.4506149534,92255.63799184766,96035.51281963817,-6589.575243891973,-9318.097523861286,-3894.140502181145,3800.700122617979,3170.592714764575,4522.986251147707,-10390.275366509952,-12770.517886200623,-8025.569080861352,0.0,0.0,0.0,87656.20926383145
74,2023-11-18,94169.44498556138,82382.13881412003,95800.63481736819,92198.3190214108,95955.19430400415,-5202.949000104396,-7388.634953983679,-2488.238538300568,5925.68580828684,5240.031374424102,6602.870373623887,-11128.634808391234,-13498.458593471845,-8634.961566579947,0.0,0.0,0.0,88966.49598545698
75,2023-11-19,94093.10546339935,65194.45603319733,76549.68885860524,92142.26422114599,95909.55111685567,-22926.153756565593,-25351.24918116345,-20275.87701543185,-11188.151764789412,-11970.757145692452,-10370.064995142593,-11738.001991776184,-14174.072241651804,-9170.115396745157,0.0,0.0,0.0,71166.95170683376
76,2023-11-20,94016.76594123732,61464.21194454448,78052.37047665133,92097.44527667147,95863.9079297072,-24928.757996734468,-27368.18986067082,-22383.699704208855,-12731.200400347478,-13656.483182796346,-11725.328452131413,-12197.557596386987,-14599.326533517227,-9552.584021322173,0.0,0.0,0.0,69088.00794450285
77,2023-11-21,93940.42641907529,74774.53188323132,88931.53681350786,92062.20754084349,95818.26474255872,-12075.254823513224,-14952.887775391588,-9636.78501121807,414.55036567701245,-317.4353528045519,1137.6657694336077,-12489.805189190241,-15024.586766121283,-9738.857802372715,0.0,0.0,0.0,81865.17159556206
78,2023-11-22,93864.08689691326,79840.88992011709,93637.74098866465,92030.81124877936,95758.93662977092,-7506.124395913479,-9841.005517799787,-4502.401736545366,5095.0348808204635,4392.123417736666,5971.91719306948,-12601.159276733943,-15006.67905822205,-9789.6765884682,0.0,0.0,0.0,86357.96250099978
79,2023-11-23,93787.74737475121,84559.19619169421,96362.47808378987,91930.6112173599,95644.67838435291,-3839.0615814434004,-6282.252714906746,-783.3652215960761,8683.380987737892,7788.980586805492,9413.456337803105,-12522.44256918129,-14958.05737016614,-9717.126652327532,0.0,0.0,0.0,89948.68579330781
80,2023-11-24,93711.40785258918,77884.07151697043,91894.11621707145,91882.42049004987,95635.44010209308,-8448.576127986276,-11027.84053684225,-5800.860843727688,3800.7001226223015,3170.5927147664106,4522.986251145808,-12249.27625060858,-14634.706119329538,-9360.807030072812,0.0,0.0,0.0,85262.8317246029
81,2023-11-25,93635.06833042717,79993.90252923648,94542.6492557869,91850.6368539651,95614.3756028385,-5856.66394639747,-8420.50277759303,-3030.1526604013234,5925.68580827699,5240.031374412657,6602.870373615669,-11782.34975467446,-14313.348635268516,-8949.121934285877,0.0,0.0,0.0,87778.4043840297
82,2023-11-26,93561.74873829207,64828.840792026094,77942.32285531645,91819.90803144123,95554.72465619362,-22315.711445560744,-24774.207701251646,-19410.779523261677,-11188.151764775504,-11970.757145675618,-10370.064995127557,-11127.559680785238,-13525.600001928004,-8339.914420165109,0.0,0.0,0.0,71246.03729273131
83,2023-11-27,93488.429146157,63271.298265545374,76685.27080680674,91766.89747012236,95473.75738218758,-23027.21136966527,-25605.101590933198,-19922.525328943724,-12731.200400347494,-13656.483182796472,-11725.328452133748,-10296.010969317778,-12730.485981590387,-7417.642871443933,0.0,0.0,0.0,70461.21777649173
84,2023-11-28,93415.1095540219,78559.91244101907,92460.79902339738,91720.02021672069,95373.77736982366,-8889.326824417034,-11714.285859510628,-5966.2704413748415,414.55036567120493,-317.43535281090124,1137.6657694293033,-9303.877190088237,-11728.914779445528,-6450.070884230307,0.0,0.0,0.0,84525.78272960486
85,2023-11-29,93341.7899618868,83001.70308532962,95898.68678186894,91675.87138856077,95305.14325228022,-3077.085801399598,-5734.7585778039265,-416.7504404590735,5095.034880817933,4392.1234177328715,5971.917193067427,-8172.120682217531,-10476.539537678656,-5335.608710204649,0.0,0.0,0.0,90264.70416048719
86,2023-11-30,93268.47036975173,88827.3273240036,101314.87649232337,91620.21586537924,95251.93585626454,1757.3037807906103,-955.3043128212283,4671.199421581292,8683.380987731602,7788.980586794094,9413.456337797657,-6926.077206940993,-9338.566617972043,-4173.481324903598,0.0,0.0,0.0,95025.77415054233
87,2023-12-01,93195.15077761663,86224.31088449944,99023.8236916186,91494.93024160377,95198.72846024885,-1794.2135038545675,-4450.866465643669,1357.7149285260066,3800.700122615501,3170.5927147599714,4522.986251151561,-5594.913626470068,-8020.388009771324,-2854.742480542801,0.0,0.0,0.0,91400.93727376206
88,2023-12-02,93121.83118548154,87481.72726548297,100608.18746407793,91364.44905221385,95145.52106423317,1714.715017418842,-910.851789347216,4429.94017174477,5925.685808294791,5240.031374428379,6602.870373639256,-4210.970790875949,-6686.322909051887,-1501.5084434447485,0.0,0.0,0.0,94836.54620290038
